Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
Canada,06-05-2022 04:52,Mobile,Subscribe,/blog,organic search,105,29,44,190,969,193,465,4.14,Audible,06-05-2022,04:52:00,Friday
India,01-09-2020 01:31,Tablet,Download,/blog,referral,77,24,35,526,1884,269,1369,1.47,Amazon Music,01-09-2020,01:31:00,Tuesday
India,08-08-2023 14:40,Mobile,Purchase,/blog,referral,81,24,10,300,775,35,489,0.96,amazon.com,08-08-2023,14:40:00,Tuesday
India,03-08-2022 20:53,Mobile,Sign Up,/blog,paid search,128,32,20,921,1573,119,1161,5.13,Amazon Prime,03-08-2022,20:53:00,Wednesday
India,11-05-2023 20:27,Mobile,Subscribe,/blog,referral,34,30,4,653,1100,86,1193,5.53,Amazon Web Services (AWS),11-05-2023,20:27:00,Thursday
India,12-06-2021 05:28,Mobile,Subscribe,/blog,direct,86,38,17,753,699,293,1148,5.42,Amazon Web Services (AWS),12-06-2021,05:28:00,Saturday
India,08-02-2023 11:27,Mobile,Subscribe,/blog,paid search,148,62,15,258,1109,239,851,4.2,Audible,08-02-2023,11:27:00,Wednesday
UK,06-10-2023 17:29,Mobile,Contact Form,/blog,organic search,73,64,17,134,1162,74,1451,1.27,Amazon Support,06-10-2023,17:29:00,Friday
UK,05-08-2022 16:34,Mobile,Download,/blog,organic search,177,57,28,363,1253,270,121,3.04,Prime Video,05-08-2022,16:34:00,Friday
UK,06-07-2023 12:30,Mobile,Purchase,/blog,organic search,124,50,33,553,1333,80,547,3.96,amazon.com,06-07-2023,12:30:00,Thursday
UK,02-12-2021 01:43,Mobile,Sign Up,/blog,referral,149,59,4,559,653,36,394,3.95,Amazon Prime,02-12-2021,01:43:00,Thursday
UK,08-01-2023 14:05,Tablet,Subscribe,/blog,social media,33,32,26,355,1256,214,1103,0.9,Amazon Web Services (AWS),08-01-2023,14:05:00,Sunday
USA,09-08-2020 23:57,Desktop,Download,/blog,organic search,65,43,8,694,816,141,1194,2.83,Prime Video,09-08-2020,23:57:00,Sunday
USA,05-07-2022 23:18,Tablet,Download,/blog,paid search,122,65,16,595,668,483,1236,1.88,Prime Video,05-07-2022,23:18:00,Tuesday
USA,12-01-2022 19:49,Mobile,Sign Up,/blog,referral,99,45,23,142,1198,25,1202,3.6,Amazon Prime,12-01-2022,19:49:00,Wednesday
USA,09-02-2022 11:18,Mobile,Sign Up,/blog,referral,102,48,43,927,1712,88,1126,2.45,Amazon Prime,09-02-2022,11:18:00,Wednesday
USA,02-06-2023 16:02,Mobile,Sign Up,/blog,social media,100,60,37,428,667,297,762,5.85,Amazon Music,02-06-2023,16:02:00,Friday
USA,07-08-2020 03:10,Mobile,Sign Up,/blog,direct,48,69,47,974,669,10,774,1.66,Amazon.com,07-08-2020,03:10:00,Friday
Australia,02-01-2020 21:56,Desktop,Download,/contact,organic search,39,37,7,709,924,324,644,3.84,Amazon Music,02-01-2020,21:56:00,Thursday
Australia,01-12-2021 21:16,Mobile,Download,/contact,social media,163,53,29,778,1811,255,68,3.25,Amazon Music,01-12-2021,21:16:00,Wednesday
Australia,01-09-2020 10:31,Mobile,Download,/contact,social media,90,57,5,246,1722,71,1332,4.99,Prime Video,01-09-2020,10:31:00,Tuesday
Australia,10-04-2021 14:04,Mobile,Download,/contact,social media,49,57,43,236,282,108,81,2.08,Prime Video,10-04-2021,14:04:00,Saturday
Australia,05-04-2022 05:27,Desktop,Download,/contact,direct,159,69,39,398,556,453,785,2.7,Amazon Music,05-04-2022,05:27:00,Tuesday
Australia,02-03-2023 17:59,Mobile,Purchase,/contact,paid search,92,40,31,758,1565,255,206,5.95,amazon.com,02-03-2023,17:59:00,Thursday
Australia,01-12-2022 23:28,Mobile,Sign Up,/contact,direct,78,34,29,594,1967,275,731,5.96,Amazon.com,01-12-2022,23:28:00,Thursday
Australia,05-07-2020 22:07,Mobile,Sign Up,/contact,referral,161,54,45,221,1792,304,54,3.3,Amazon.com,05-07-2020,22:07:00,Sunday
Australia,12-10-2022 21:23,Desktop,Sign Up,/contact,organic search,173,63,36,904,654,355,450,0.93,Amazon Music,12-10-2022,21:23:00,Wednesday
Canada,12-12-2021 22:27,Tablet,Sign Up,/contact,social media,136,32,20,296,928,317,496,5.45,Amazon Prime,12-12-2021,22:27:00,Sunday
Canada,08-11-2020 15:31,Desktop,Subscribe,/contact,direct,104,50,10,67,388,494,410,4.12,Amazon Prime,08-11-2020,15:31:00,Sunday
Canada,06-01-2020 20:59,Tablet,Subscribe,/contact,direct,150,68,17,799,1084,139,1378,3.11,Audible,06-01-2020,20:59:00,Monday
India,02-05-2023 05:55,Mobile,Contact Form,/contact,direct,131,20,9,403,614,93,689,2.2,AWS Support,02-05-2023,05:55:00,Tuesday
India,12-07-2022 15:57,Mobile,Download,/contact,direct,116,35,45,239,1406,227,807,2.2,Prime Video,12-07-2022,15:57:00,Tuesday
India,04-04-2023 14:01,Desktop,Download,/contact,organic search,77,58,39,877,703,78,1022,5.43,Prime Video,04-04-2023,14:01:00,Tuesday
India,02-02-2023 23:09,Desktop,Sign Up,/contact,organic search,110,54,49,229,214,377,687,0.9,Amazon.com,02-02-2023,23:09:00,Thursday
UK,01-05-2021 12:55,Mobile,Contact Form,/contact,paid search,71,39,43,837,1190,266,1321,5.84,AWS Support,01-05-2021,12:55:00,Saturday
UK,03-02-2022 01:17,Mobile,Download,/contact,paid search,83,21,32,436,884,207,830,3.22,Prime Video,03-02-2022,01:17:00,Thursday
Australia,04-02-2022 09:43,Desktop,Purchase,/home,direct,55,42,20,950,1017,221,837,1.53,amazon.com,04-02-2022,09:43:00,Friday
Australia,10-07-2020 03:26,Mobile,Sign Up,/home,direct,109,52,18,290,1015,316,907,4.79,Amazon Music,10-07-2020,03:26:00,Friday
Australia,09-05-2021 21:38,Mobile,Sign Up,/home,organic search,82,69,39,199,1925,202,632,4.92,Amazon Prime,09-05-2021,21:38:00,Sunday
Canada,03-06-2021 10:18,Mobile,Download,/home,organic search,97,29,32,431,1455,341,1417,5.27,Prime Video,03-06-2021,10:18:00,Thursday
Canada,07-06-2020 05:06,Mobile,Download,/home,social media,38,37,23,103,1467,387,632,1.99,Prime Video,07-06-2020,05:06:00,Sunday
Canada,01-09-2021 02:42,Desktop,Purchase,/home,direct,104,60,5,100,1775,317,227,2.46,amazon.com,01-09-2021,02:42:00,Wednesday
Canada,01-06-2020 00:38,Desktop,Subscribe,/home,organic search,41,55,14,724,1673,185,644,3.68,Amazon Web Services (AWS),01-06-2020,00:38:00,Monday
India,11-01-2020 10:49,Mobile,Contact Form,/home,organic search,45,45,19,977,1023,390,1285,2.2,Amazon Help,11-01-2020,10:49:00,Saturday
India,03-01-2022 04:59,Desktop,Purchase,/home,social media,63,28,6,303,1603,269,626,1,amazon.com,03-01-2022,04:59:00,Monday
India,07-03-2023 05:58,Mobile,Sign Up,/home,paid search,33,45,5,601,1559,249,1351,3.16,Amazon Music,07-03-2023,05:58:00,Tuesday
UK,10-09-2023 06:13,Tablet,Contact Form,/home,organic search,97,37,2,248,634,183,1186,1.2,AWS Support,10-09-2023,06:13:00,Sunday
UK,08-07-2022 02:43,Tablet,Contact Form,/home,paid search,171,61,35,997,1537,367,300,5.6,AWS Support,08-07-2022,02:43:00,Friday
UK,09-07-2022 11:14,Mobile,Download,/home,direct,143,31,49,932,503,254,1046,3.09,Prime Video,09-07-2022,11:14:00,Saturday
UK,11-05-2021 08:04,Desktop,Sign Up,/home,organic search,45,42,35,219,1551,482,1213,4.4,Amazon Prime,11-05-2021,08:04:00,Tuesday
UK,09-08-2022 13:57,Mobile,Subscribe,/home,direct,90,66,5,58,589,283,1040,2.66,Audible,09-08-2022,13:57:00,Tuesday
USA,03-02-2021 23:37,Mobile,Contact Form,/home,referral,97,48,29,777,1037,489,369,0.99,AWS Support,03-02-2021,23:37:00,Wednesday
USA,05-05-2022 19:40,Tablet,Download,/home,organic search,101,24,31,845,1733,296,1272,4.58,Amazon Music,05-05-2022,19:40:00,Thursday
USA,08-07-2023 05:48,Tablet,Download,/home,organic search,116,35,11,81,841,90,762,0.95,Amazon Music,08-07-2023,05:48:00,Saturday
USA,02-02-2023 09:53,Mobile,Purchase,/home,referral,158,47,15,432,571,240,1346,5.07,amazon.com,02-02-2023,09:53:00,Thursday
USA,03-02-2020 11:41,Desktop,Sign Up,/home,direct,162,36,20,326,1325,398,1010,5.5,Amazon Music,03-02-2020,11:41:00,Monday
Australia,04-09-2020 11:06,Mobile,Download,/products,direct,150,44,38,182,1754,274,423,2.7,Amazon Music,04-09-2020,11:06:00,Friday
Australia,09-06-2023 03:45,Mobile,Purchase,/products,social media,146,53,45,692,281,95,246,5.72,amazon.com,09-06-2023,03:45:00,Friday
Australia,08-07-2023 06:47,Mobile,Subscribe,/products,social media,166,40,13,646,529,96,1364,2.86,Audible,08-07-2023,06:47:00,Saturday
Australia,11-04-2023 05:10,Mobile,Subscribe,/products,paid search,118,65,18,60,1865,161,954,2.02,Audible,11-04-2023,05:10:00,Tuesday
Canada,01-07-2022 15:49,Desktop,Purchase,/products,direct,72,32,0,774,1705,59,538,2.19,amazon.com,01-07-2022,15:49:00,Friday
Canada,06-09-2022 12:23,Mobile,Sign Up,/products,paid search,70,30,10,956,1112,403,452,1.01,Amazon.com,06-09-2022,12:23:00,Tuesday
Canada,02-01-2023 07:11,Mobile,Subscribe,/products,paid search,35,49,6,438,424,19,1113,1.04,Audible,02-01-2023,07:11:00,Monday
Canada,02-08-2021 06:19,Mobile,Subscribe,/products,organic search,170,62,1,515,879,26,169,4.08,Amazon Prime,02-08-2021,06:19:00,Monday
India,08-04-2021 20:15,Desktop,Contact Form,/products,referral,140,45,3,13,107,195,245,1.2,Amazon Support,08-04-2021,20:15:00,Thursday
India,05-07-2020 22:35,Desktop,Download,/products,social media,34,64,25,85,847,60,457,2.86,Amazon Music,05-07-2020,22:35:00,Sunday
India,03-01-2023 15:49,Mobile,Download,/products,paid search,87,65,48,796,570,238,434,2.48,Prime Video,03-01-2023,15:49:00,Tuesday
India,10-07-2023 22:09,Mobile,Download,/products,paid search,62,69,35,937,1737,99,1025,0.98,Prime Video,10-07-2023,22:09:00,Monday
India,05-12-2020 16:46,Mobile,Purchase,/products,paid search,148,67,36,479,575,95,478,1.06,amazon.com,05-12-2020,16:46:00,Saturday
India,01-08-2021 16:37,Tablet,Subscribe,/products,social media,110,37,36,499,591,372,753,5.78,Audible,01-08-2021,16:37:00,Sunday
UK,01-03-2021 19:09,Tablet,Download,/products,referral,87,66,33,283,1261,482,517,4.25,Amazon Music,01-03-2021,19:09:00,Monday
UK,12-12-2022 12:49,Mobile,Sign Up,/products,organic search,108,45,49,743,1464,32,434,1.5,Amazon.com,12-12-2022,12:49:00,Monday
UK,04-03-2020 06:21,Tablet,Subscribe,/products,social media,108,32,30,232,155,225,1035,2.99,Amazon Web Services (AWS),04-03-2020,06:21:00,Wednesday
UK,04-12-2020 15:23,Mobile,Subscribe,/products,referral,64,39,5,499,1244,134,1495,1.3,Amazon Prime,04-12-2020,15:23:00,Friday
UK,06-01-2020 02:13,Mobile,Subscribe,/products,paid search,48,49,29,657,1431,334,168,2.14,Amazon Web Services (AWS),06-01-2020,02:13:00,Monday
UK,04-02-2021 15:05,Mobile,Subscribe,/products,organic search,83,59,26,724,678,311,1079,4.26,Amazon Prime,04-02-2021,15:05:00,Thursday
USA,06-03-2021 21:39,Tablet,Sign Up,/products,referral,78,24,33,391,1626,441,1395,1.9,Amazon Music,06-03-2021,21:39:00,Saturday
USA,05-11-2022 00:26,Desktop,Sign Up,/products,paid search,158,34,40,691,1977,99,281,4.4,Amazon Prime,05-11-2022,00:26:00,Saturday
USA,04-09-2020 21:03,Mobile,Subscribe,/products,direct,178,30,35,297,1008,109,1249,1.21,Audible,04-09-2020,21:03:00,Friday
USA,01-04-2020 04:04,Mobile,Subscribe,/products,organic search,64,49,21,527,719,211,1073,0.84,Amazon Web Services (AWS),01-04-2020,04:04:00,Wednesday
USA,09-12-2022 16:43,Mobile,Subscribe,/products,paid search,147,64,42,811,1564,360,1301,5.76,Amazon Web Services (AWS),09-12-2022,16:43:00,Friday
Australia,12-05-2023 23:18,Mobile,Contact Form,/about,paid search,101,23,40,120,1380,441,202,4.17,AWS Support,12-05-2023,23:18:00,Friday
Australia,09-04-2021 02:46,Mobile,Contact Form,/about,social media,95,25,3,379,1879,489,1141,5.36,AWS Support,09-04-2021,02:46:00,Friday
Australia,09-08-2020 14:28,Mobile,Contact Form,/about,organic search,54,61,48,239,1987,499,85,4.63,Amazon Help,09-08-2020,14:28:00,Sunday
Australia,02-09-2021 07:50,Mobile,Contact Form,/about,paid search,139,64,1,368,342,53,1110,2.57,AWS Support,02-09-2021,07:50:00,Thursday
Australia,08-11-2022 05:49,Mobile,Purchase,/about,organic search,109,45,7,151,1475,306,1098,5.82,amazon.com,08-11-2022,05:49:00,Tuesday
Australia,10-10-2020 15:06,Desktop,Sign Up,/about,organic search,93,51,10,498,1212,143,854,4.68,Amazon Music,10-10-2020,15:06:00,Saturday
Australia,02-10-2020 15:03,Tablet,Subscribe,/about,paid search,101,47,11,397,478,26,614,4.01,Amazon Web Services (AWS),02-10-2020,15:03:00,Friday
Canada,01-09-2023 06:05,Mobile,Contact Form,/about,referral,110,23,8,475,1464,472,636,4.67,Amazon Support,01-09-2023,06:05:00,Friday
Canada,11-03-2022 13:01,Desktop,Sign Up,/about,referral,127,20,21,788,873,481,1357,2.54,Amazon Music,11-03-2022,13:01:00,Friday
Canada,12-03-2022 15:27,Tablet,Sign Up,/about,organic search,104,43,2,39,291,106,1321,3,Amazon Prime,12-03-2022,15:27:00,Saturday
Canada,01-02-2023 03:44,Tablet,Subscribe,/about,social media,60,39,15,202,815,452,1000,5.22,Amazon Web Services (AWS),01-02-2023,03:44:00,Wednesday
Canada,02-06-2022 23:05,Desktop,Subscribe,/about,paid search,167,69,47,533,1494,206,1171,3.13,Amazon Prime,02-06-2022,23:05:00,Thursday
India,08-06-2020 04:10,Mobile,Contact Form,/about,organic search,77,21,27,51,1763,95,596,5.91,Amazon Help,08-06-2020,04:10:00,Monday
India,04-01-2021 14:26,Mobile,Purchase,/about,organic search,80,22,18,543,208,24,83,5.97,amazon.com,04-01-2021,14:26:00,Monday
India,03-01-2022 02:43,Mobile,Purchase,/about,paid search,158,27,26,934,1019,349,1178,3.52,amazon.com,03-01-2022,02:43:00,Monday
India,02-05-2021 12:22,Desktop,Purchase,/about,social media,87,38,1,784,1933,229,727,5.85,amazon.com,02-05-2021,12:22:00,Sunday
India,11-10-2021 04:50,Mobile,Purchase,/about,social media,41,54,0,905,810,290,1159,5.8,amazon.com,11-10-2021,04:50:00,Monday
India,01-08-2023 15:31,Desktop,Subscribe,/about,direct,67,56,21,900,264,257,737,1.44,Amazon Prime,01-08-2023,15:31:00,Tuesday
India,10-12-2022 18:48,Mobile,Subscribe,/about,organic search,121,60,24,274,1395,313,857,2.57,Audible,10-12-2022,18:48:00,Saturday
UK,02-03-2020 15:51,Mobile,Contact Form,/about,social media,113,65,9,21,863,145,244,4.77,Amazon Support,02-03-2020,15:51:00,Monday
UK,02-03-2023 22:12,Mobile,Download,/about,organic search,172,51,30,287,1937,428,1463,1.58,Prime Video,02-03-2023,22:12:00,Thursday
USA,06-07-2021 14:20,Mobile,Contact Form,/about,organic search,68,22,4,152,967,186,1089,2.06,AWS Support,06-07-2021,14:20:00,Tuesday
USA,02-06-2020 00:30,Tablet,Contact Form,/about,referral,149,32,6,138,593,293,586,1.83,Amazon Support,02-06-2020,00:30:00,Tuesday
USA,12-04-2020 01:00,Mobile,Download,/about,paid search,80,27,15,205,616,412,617,2.41,Prime Video,12-04-2020,01:00:00,Sunday
USA,11-05-2021 17:05,Mobile,Download,/about,social media,175,69,8,596,1937,308,686,4.53,Amazon Music,11-05-2021,17:05:00,Tuesday
USA,04-03-2021 19:47,Mobile,Purchase,/about,referral,140,38,24,845,1500,318,1135,2.6,amazon.com,04-03-2021,19:47:00,Thursday
USA,11-03-2022 12:33,Mobile,Purchase,/about,direct,92,65,41,553,117,415,1386,2.57,amazon.com,11-03-2022,12:33:00,Friday
USA,01-05-2020 16:16,Mobile,Sign Up,/about,social media,124,31,24,489,379,456,1084,4.77,Amazon Prime,01-05-2020,16:16:00,Friday
USA,12-01-2023 11:56,Mobile,Subscribe,/about,direct,59,52,15,25,721,108,717,1.15,Amazon Prime,12-01-2023,11:56:00,Thursday
Australia,02-05-2023 15:24,Mobile,Contact Form,/blog,referral,61,46,41,349,1961,54,1111,5.1,AWS Support,02-05-2023,15:24:00,Tuesday
Australia,01-01-2023 13:44,Mobile,Download,/blog,organic search,124,54,14,603,1837,186,696,2.53,Prime Video,01-01-2023,13:44:00,Sunday
Australia,10-02-2023 05:14,Tablet,Download,/blog,direct,40,55,35,937,1167,106,1151,2.14,Amazon Music,10-02-2023,05:14:00,Friday
Australia,09-05-2020 10:23,Mobile,Purchase,/blog,direct,70,22,29,427,894,279,641,5.99,amazon.com,09-05-2020,10:23:00,Saturday
Australia,04-03-2020 16:20,Desktop,Purchase,/blog,organic search,58,22,34,585,967,498,88,4.86,amazon.com,04-03-2020,16:20:00,Wednesday
Canada,12-12-2021 18:51,Desktop,Contact Form,/blog,paid search,54,23,34,586,716,388,198,1.65,AWS Support,12-12-2021,18:51:00,Sunday
Canada,10-03-2022 16:16,Mobile,Contact Form,/blog,paid search,71,53,1,18,1424,203,321,5.85,Amazon Support,10-03-2022,16:16:00,Thursday
Canada,04-11-2022 09:36,Desktop,Purchase,/blog,organic search,113,26,47,792,270,222,493,2.71,amazon.com,04-11-2022,09:36:00,Friday
Canada,12-04-2023 04:47,Mobile,Purchase,/blog,social media,77,65,41,156,1068,498,1082,2.56,amazon.com,12-04-2023,04:47:00,Wednesday
Canada,05-12-2021 11:53,Mobile,Subscribe,/blog,organic search,173,22,26,839,789,224,845,3.63,Audible,05-12-2021,11:53:00,Sunday
Canada,07-03-2020 04:52,Desktop,Subscribe,/blog,referral,165,23,11,539,898,371,377,5.77,Audible,07-03-2020,04:52:00,Saturday
India,08-04-2020 00:52,Mobile,Contact Form,/blog,social media,133,64,43,442,122,141,996,1.52,Amazon Support,08-04-2020,00:52:00,Wednesday
India,04-02-2023 20:08,Mobile,Download,/blog,social media,150,24,29,814,1563,264,757,4.64,Prime Video,04-02-2023,20:08:00,Saturday
India,03-01-2021 15:33,Mobile,Sign Up,/blog,paid search,62,22,36,561,1351,437,448,2.78,Amazon Prime,03-01-2021,15:33:00,Sunday
India,09-01-2021 16:13,Desktop,Sign Up,/blog,referral,61,34,13,139,617,399,1466,5.75,Amazon Music,09-01-2021,16:13:00,Saturday
India,08-06-2021 17:16,Desktop,Subscribe,/blog,organic search,47,68,13,591,899,332,711,2.94,Amazon Web Services (AWS),08-06-2021,17:16:00,Tuesday
UK,01-03-2022 10:20,Mobile,Contact Form,/blog,referral,52,56,21,244,1785,408,255,1.65,AWS Support,01-03-2022,10:20:00,Tuesday
UK,03-11-2020 16:20,Mobile,Subscribe,/blog,social media,34,60,49,858,1621,181,645,1.82,Amazon Prime,03-11-2020,16:20:00,Tuesday
USA,11-07-2021 06:58,Mobile,Contact Form,/blog,social media,107,57,27,372,1665,472,698,5.21,Amazon Support,11-07-2021,06:58:00,Sunday
USA,07-05-2021 09:58,Mobile,Sign Up,/blog,social media,157,53,25,441,762,371,1234,5.58,Amazon.com,07-05-2021,09:58:00,Friday
USA,06-01-2021 12:41,Mobile,Subscribe,/blog,direct,126,63,29,117,665,348,1395,2.44,Audible,06-01-2021,12:41:00,Wednesday
USA,04-05-2021 18:49,Mobile,Subscribe,/blog,referral,32,66,17,887,883,134,823,5.17,Audible,04-05-2021,18:49:00,Tuesday
USA,07-03-2023 07:36,Desktop,Subscribe,/blog,social media,143,67,36,943,193,358,843,5.3,Amazon Prime,07-03-2023,07:36:00,Tuesday
Canada,11-02-2021 03:36,Mobile,Download,/contact,paid search,128,33,3,720,1945,360,439,5.64,Prime Video,11-02-2021,03:36:00,Thursday
Canada,06-12-2020 00:37,Tablet,Download,/contact,referral,85,45,26,435,846,397,481,4.29,Prime Video,06-12-2020,00:37:00,Sunday
Canada,07-05-2020 07:53,Mobile,Download,/contact,social media,97,64,16,768,851,185,1257,2.47,Prime Video,07-05-2020,07:53:00,Thursday
Canada,01-09-2023 07:42,Desktop,Purchase,/contact,referral,159,26,32,490,1192,55,441,1.82,amazon.com,01-09-2023,07:42:00,Friday
Canada,02-07-2023 20:00,Desktop,Subscribe,/contact,referral,159,57,9,21,1381,496,1040,5.37,Amazon Prime,02-07-2023,20:00:00,Sunday
India,12-09-2020 04:30,Tablet,Download,/contact,social media,35,33,6,23,1533,426,420,2.88,Prime Video,12-09-2020,04:30:00,Saturday
India,03-12-2021 22:02,Mobile,Download,/contact,paid search,130,55,38,641,1663,313,1081,5.64,Amazon Music,03-12-2021,22:02:00,Friday
India,11-10-2022 14:05,Mobile,Sign Up,/contact,paid search,155,44,17,896,1053,224,1282,3.93,Amazon.com,11-10-2022,14:05:00,Tuesday
UK,09-01-2020 07:58,Desktop,Contact Form,/contact,organic search,147,35,21,643,580,24,186,3.91,AWS Support,09-01-2020,07:58:00,Thursday
UK,04-05-2021 00:28,Mobile,Download,/contact,paid search,94,28,42,667,370,40,607,4.6,Amazon Music,04-05-2021,00:28:00,Tuesday
UK,10-01-2021 22:58,Tablet,Download,/contact,organic search,112,56,23,207,470,82,1297,1.91,Prime Video,10-01-2021,22:58:00,Sunday
UK,10-01-2021 06:20,Mobile,Purchase,/contact,organic search,75,37,46,429,316,467,399,5.95,amazon.com,10-01-2021,06:20:00,Sunday
UK,06-07-2023 04:43,Mobile,Purchase,/contact,organic search,94,39,43,291,941,430,619,5.99,amazon.com,06-07-2023,04:43:00,Thursday
UK,02-01-2020 04:05,Mobile,Purchase,/contact,referral,121,46,14,552,1510,278,517,5.06,amazon.com,02-01-2020,04:05:00,Thursday
UK,09-08-2021 15:06,Desktop,Purchase,/contact,social media,146,57,30,558,915,452,871,1.01,amazon.com,09-08-2021,15:06:00,Monday
UK,03-04-2021 03:26,Mobile,Subscribe,/contact,paid search,160,61,3,788,995,396,657,4.29,Audible,03-04-2021,03:26:00,Saturday
USA,06-09-2023 10:53,Desktop,Contact Form,/contact,paid search,165,37,36,534,1081,487,339,1.99,AWS Support,06-09-2023,10:53:00,Wednesday
USA,09-12-2020 01:43,Mobile,Download,/contact,organic search,106,28,2,333,1481,194,1288,5.96,Prime Video,09-12-2020,01:43:00,Wednesday
USA,05-04-2022 07:22,Tablet,Purchase,/contact,referral,124,55,48,512,834,289,1046,3.86,amazon.com,05-04-2022,07:22:00,Tuesday
USA,11-06-2022 00:42,Desktop,Sign Up,/contact,direct,85,33,13,735,1268,347,63,4.92,Amazon.com,11-06-2022,00:42:00,Saturday
USA,09-09-2023 13:01,Mobile,Subscribe,/contact,social media,119,38,22,193,1196,465,865,5.42,Audible,09-09-2023,13:01:00,Saturday
USA,05-07-2020 05:26,Mobile,Subscribe,/contact,direct,53,65,8,238,711,337,899,3.76,Amazon Prime,05-07-2020,05:26:00,Sunday
Australia,10-07-2022 05:59,Desktop,Contact Form,/home,paid search,165,22,43,872,1825,14,665,3.28,Amazon Support,10-07-2022,05:59:00,Sunday
Australia,04-12-2021 11:42,Mobile,Download,/home,referral,146,53,30,532,1715,402,826,4.62,Amazon Music,04-12-2021,11:42:00,Saturday
Australia,06-04-2022 20:07,Mobile,Sign Up,/home,referral,149,43,17,20,747,96,119,5.39,Amazon.com,06-04-2022,20:07:00,Wednesday
Australia,02-04-2023 07:16,Mobile,Subscribe,/home,referral,65,20,28,79,793,419,1214,5.04,Audible,02-04-2023,07:16:00,Sunday
Canada,05-11-2022 23:16,Desktop,Contact Form,/home,paid search,167,69,49,195,1127,165,1473,5.07,Amazon Help,05-11-2022,23:16:00,Saturday
Canada,01-12-2022 14:56,Desktop,Download,/home,social media,100,23,3,355,1790,18,567,3.34,Prime Video,01-12-2022,14:56:00,Thursday
Canada,06-04-2022 17:26,Tablet,Sign Up,/home,social media,170,42,23,318,1785,154,388,3.75,Amazon Prime,06-04-2022,17:26:00,Wednesday
India,12-08-2020 04:26,Mobile,Contact Form,/home,social media,138,41,12,33,196,299,555,3.77,AWS Support,12-08-2020,04:26:00,Wednesday
India,11-02-2023 21:37,Mobile,Contact Form,/home,social media,128,44,37,60,1942,199,343,5.08,Amazon Help,11-02-2023,21:37:00,Saturday
India,06-12-2021 19:31,Tablet,Download,/home,direct,61,20,25,842,271,242,245,2.89,Prime Video,06-12-2021,19:31:00,Monday
UK,12-07-2022 05:46,Mobile,Purchase,/home,paid search,150,61,1,33,337,249,990,5.31,amazon.com,12-07-2022,05:46:00,Tuesday
UK,03-09-2023 18:04,Tablet,Subscribe,/home,referral,49,34,46,192,878,64,108,2.79,Amazon Web Services (AWS),03-09-2023,18:04:00,Sunday
UK,09-12-2020 21:09,Mobile,Subscribe,/home,social media,75,52,1,575,384,45,561,1.55,Audible,09-12-2020,21:09:00,Wednesday
USA,12-02-2022 18:01,Mobile,Contact Form,/home,referral,99,26,25,761,1634,271,688,3.2,Amazon Support,12-02-2022,18:01:00,Saturday
USA,04-08-2021 07:31,Mobile,Contact Form,/home,referral,65,30,10,145,1178,452,496,2.28,Amazon Support,04-08-2021,07:31:00,Wednesday
USA,12-01-2023 20:27,Mobile,Contact Form,/home,paid search,153,35,27,817,1909,456,1117,2.84,Amazon Support,12-01-2023,20:27:00,Thursday
USA,08-04-2023 03:56,Tablet,Purchase,/home,organic search,71,23,42,859,1636,418,604,1.91,amazon.com,08-04-2023,03:56:00,Saturday
USA,05-09-2020 11:16,Mobile,Purchase,/home,referral,111,67,2,316,1416,223,653,2.24,amazon.com,05-09-2020,11:16:00,Saturday
Australia,08-06-2022 14:11,Mobile,Subscribe,/products,organic search,148,35,25,743,536,149,594,3.82,Audible,08-06-2022,14:11:00,Wednesday
Canada,03-09-2021 00:13,Desktop,Contact Form,/products,referral,121,47,8,318,1478,457,191,5.33,Amazon Help,03-09-2021,00:13:00,Friday
Canada,09-01-2023 17:32,Tablet,Purchase,/products,direct,64,31,15,183,136,337,310,1.17,amazon.com,09-01-2023,17:32:00,Monday
Canada,06-01-2022 21:30,Mobile,Purchase,/products,referral,80,56,8,129,1318,248,1303,1.14,amazon.com,06-01-2022,21:30:00,Thursday
Canada,06-06-2023 19:16,Mobile,Subscribe,/products,paid search,134,31,28,530,1638,427,1456,5.04,Amazon Web Services (AWS),06-06-2023,19:16:00,Tuesday
Canada,03-10-2022 18:58,Desktop,Subscribe,/products,paid search,57,48,36,614,1620,424,1489,4.82,Audible,03-10-2022,18:58:00,Monday
India,06-05-2023 03:49,Mobile,Contact Form,/products,referral,162,61,38,404,877,204,740,2.12,Amazon Help,06-05-2023,03:49:00,Saturday
India,11-03-2022 15:02,Mobile,Download,/products,direct,147,43,27,593,559,300,1198,2.33,Prime Video,11-03-2022,15:02:00,Friday
India,04-09-2020 05:18,Desktop,Subscribe,/products,paid search,123,28,26,82,1945,10,336,1.37,Audible,04-09-2020,05:18:00,Friday
UK,02-08-2022 17:23,Mobile,Contact Form,/products,direct,166,53,17,330,958,431,1271,5.14,Amazon Support,02-08-2022,17:23:00,Tuesday
UK,09-05-2023 01:31,Mobile,Download,/products,referral,52,45,3,440,932,165,1271,0.99,Amazon Music,09-05-2023,01:31:00,Tuesday
UK,12-11-2020 06:38,Mobile,Purchase,/products,referral,153,21,49,646,1406,188,1364,2.54,amazon.com,12-11-2020,06:38:00,Thursday
